date,state,n_killed,n_injured,n_total
7/28/16,Nevada,1,0,1
7/28/16,Pennsylvania,1,0,1
7/28/16,Alabama,1,0,1
7/28/16,Arizona,2,0,2
7/28/16,Alabama,0,2,2
7/28/16,Pennsylvania,1,0,1
7/28/16,Illinois,1,0,1
7/28/16,Illinois,0,2,2
7/28/16,New Jersey,1,0,1
7/28/16,Washington,0,1,1
7/28/16,Maryland,1,0,1
7/28/16,South Carolina,0,1,1
7/28/16,Alabama,0,3,3
7/28/16,Washington,1,0,1
7/29/16,Michigan,0,1,1
7/29/16,Mississippi,0,1,1
7/29/16,North Carolina,0,1,1
7/29/16,Florida,1,0,1
7/29/16,North Carolina,1,0,1
7/29/16,Texas,2,0,2
7/29/16,Florida,0,2,2
7/29/16,Florida,0,1,1
7/29/16,Florida,1,1,2
7/29/16,Wyoming,0,3,3
7/29/16,Indiana,0,1,1
7/29/16,Florida,1,0,1
7/29/16,Illinois,1,0,1
7/29/16,Illinois,0,1,1
7/29/16,California,0,1,1
7/29/16,Missouri,0,1,1
7/29/16,West Virginia,0,1,1
7/29/16,California,1,1,2
7/29/16,Nevada,1,0,1
7/29/16,California,0,1,1
7/29/16,Alabama,0,1,1
7/29/16,Louisiana,0,1,1
7/29/16,Alabama,0,1,1
7/29/16,Georgia,0,7,7
7/29/16,Pennsylvania,0,1,1
7/29/16,Alaska,1,0,1
7/29/16,Michigan,0,1,1
7/29/16,Texas,0,2,2
7/29/16,South Carolina,0,1,1
7/29/16,California,0,1,1
7/29/16,Illinois,0,1,1
7/29/16,Georgia,1,0,1
7/29/16,Texas,2,0,2
7/29/16,Illinois,0,1,1
7/29/16,Illinois,0,1,1
7/29/16,Minnesota,0,1,1
7/29/16,Louisiana,1,0,1
7/29/16,North Carolina,0,1,1
7/29/16,New Jersey,1,0,1
7/29/16,California,0,1,1
7/29/16,Florida,0,1,1
7/29/16,Minnesota,0,1,1
7/29/16,Minnesota,0,1,1
7/29/16,Washington,0,1,1
7/29/16,Illinois,0,1,1
7/29/16,Louisiana,0,2,2
7/29/16,Tennessee,1,0,1
7/29/16,New York,0,1,1
7/29/16,District of Columbia,0,1,1
7/29/16,District of Columbia,0,1,1
7/29/16,Missouri,0,2,2
7/29/16,Missouri,1,0,1
7/29/16,Virginia,0,1,1
7/29/16,District of Columbia,0,1,1
7/29/16,Massachusetts,0,1,1
7/29/16,Massachusetts,0,1,1
7/29/16,Ohio,1,0,1
7/29/16,Massachusetts,0,1,1
7/29/16,Massachusetts,0,1,1
7/29/16,New Jersey,0,2,2
7/29/16,District of Columbia,0,2,2
7/29/16,Kentucky,0,1,1
7/29/16,Illinois,0,1,1
7/29/16,North Carolina,1,0,1
7/29/16,New Jersey,0,1,1
7/29/16,New Jersey,0,1,1
7/29/16,Missouri,0,1,1
7/29/16,Tennessee,0,1,1
7/29/16,Illinois,1,0,1
7/29/16,Missouri,1,0,1
7/29/16,Mississippi,1,0,1
7/29/16,Ohio,0,1,1
7/29/16,Louisiana,0,1,1
7/29/16,Ohio,1,0,1
7/29/16,District of Columbia,1,0,1
7/29/16,Michigan,0,2,2
7/29/16,Alabama,0,1,1
7/29/16,Tennessee,0,1,1
7/29/16,Pennsylvania,1,0,1
7/29/16,Pennsylvania,1,0,1
7/29/16,California,0,1,1
7/29/16,North Carolina,0,1,1
7/29/16,Pennsylvania,0,1,1
7/29/16,Arizona,0,1,1
7/29/16,Illinois,0,1,1
7/29/16,Texas,1,0,1
7/29/16,Maryland,1,0,1
7/29/16,North Carolina,1,0,1
7/29/16,South Carolina,0,1,1
7/29/16,Arkansas,0,1,1
7/29/16,Illinois,1,0,1
7/29/16,North Carolina,1,0,1
7/29/16,Alabama,0,1,1
7/29/16,Maryland,0,2,2
7/29/16,Michigan,0,3,3
7/29/16,Illinois,0,1,1
7/29/16,Oklahoma,0,1,1
7/29/16,Alabama,1,0,1
7/29/16,South Carolina,1,0,1
7/29/16,Indiana,0,1,1
7/29/16,New York,1,0,1
7/29/16,Colorado,0,3,3
7/29/16,Illinois,0,1,1
7/30/16,New Jersey,0,1,1
7/30/16,Connecticut,0,1,1
7/30/16,Florida,1,0,1
7/30/16,Georgia,1,0,1
7/30/16,Pennsylvania,1,0,1
7/30/16,Pennsylvania,0,1,1
7/30/16,North Carolina,0,2,2
7/30/16,Colorado,1,1,2
7/30/16,North Carolina,1,0,1
7/30/16,Arizona,0,1,1
7/30/16,Illinois,0,1,1
7/30/16,Virginia,0,3,3
7/30/16,Indiana,0,1,1
7/30/16,Pennsylvania,1,0,1
7/30/16,Indiana,1,0,1
7/30/16,Maryland,1,0,1
7/30/16,Washington,0,2,2
7/30/16,Virginia,0,2,2
7/30/16,Pennsylvania,0,1,1
7/30/16,Maryland,1,0,1
7/30/16,Missouri,0,5,5
7/30/16,California,0,1,1
7/30/16,New York,1,0,1
7/30/16,California,0,1,1
7/30/16,South Dakota,0,1,1
7/30/16,Ohio,1,0,1
7/30/16,California,0,2,2
7/30/16,Illinois,0,1,1
7/30/16,Virginia,1,0,1
7/30/16,Texas,0,1,1
7/30/16,Colorado,0,1,1
7/30/16,Pennsylvania,0,1,1
7/30/16,South Carolina,1,0,1
7/30/16,Virginia,1,1,2
7/30/16,Missouri,0,1,1
7/30/16,Mississippi,2,1,3
7/30/16,Iowa,0,1,1
7/30/16,Florida,0,1,1
7/30/16,Florida,0,1,1
7/30/16,Florida,1,1,2
7/30/16,Tennessee,0,1,1
7/30/16,Texas,1,0,1
7/30/16,Florida,0,1,1
7/30/16,Pennsylvania,0,1,1
7/30/16,District of Columbia,1,0,1
7/30/16,District of Columbia,0,1,1
7/30/16,District of Columbia,1,1,2
7/30/16,Ohio,0,1,1
7/30/16,Iowa,0,1,1
7/30/16,Indiana,0,1,1
7/30/16,Illinois,1,0,1
7/30/16,Louisiana,1,0,1
7/30/16,Texas,1,0,1
7/30/16,Illinois,0,1,1
7/30/16,Texas,0,1,1
7/30/16,Tennessee,1,2,3
7/30/16,Georgia,0,1,1
7/30/16,Mississippi,0,1,1
7/30/16,New York,0,2,2
7/30/16,Ohio,0,1,1
7/30/16,Tennessee,0,1,1
7/30/16,Kansas,0,1,1
7/30/16,Illinois,0,2,2
7/30/16,Illinois,0,1,1
7/30/16,Illinois,0,1,1
7/30/16,Illinois,0,1,1
7/30/16,Illinois,0,3,3
7/30/16,Illinois,0,2,2
7/30/16,Georgia,0,5,5
7/30/16,Illinois,1,0,1
7/30/16,Wisconsin,1,0,1
7/30/16,Illinois,0,1,1
7/30/16,Arizona,0,1,1
7/30/16,Maryland,0,1,1
7/30/16,Montana,0,1,1
7/30/16,North Carolina,0,1,1
7/30/16,Washington,1,0,1
7/30/16,Indiana,1,0,1
7/30/16,New Jersey,1,0,1
7/30/16,Pennsylvania,0,1,1
7/30/16,Mississippi,0,1,1
7/30/16,Iowa,0,1,1
7/30/16,Oklahoma,0,1,1
7/30/16,California,1,0,1
7/30/16,Washington,3,1,4
7/30/16,New York,1,0,1
7/30/16,New York,0,2,2
7/30/16,Texas,1,0,1
7/30/16,District of Columbia,1,0,1
7/30/16,Ohio,1,1,2
7/30/16,New York,0,1,1
7/30/16,Alaska,1,0,1
7/30/16,District of Columbia,0,1,1
7/30/16,Missouri,4,0,4
7/30/16,Kentucky,1,0,1
7/30/16,Ohio,1,0,1
7/30/16,South Carolina,0,2,2
7/30/16,Massachusetts,0,1,1
7/30/16,Massachusetts,0,1,1
7/30/16,Ohio,1,0,1
7/30/16,Massachusetts,0,1,1
7/30/16,Ohio,0,1,1
7/30/16,California,0,1,1
7/30/16,Ohio,0,1,1
7/30/16,Ohio,0,1,1
7/30/16,Rhode Island,0,3,3
7/30/16,Texas,0,1,1
7/30/16,New Jersey,2,0,2
7/30/16,North Carolina,0,1,1
7/30/16,Wisconsin,0,1,1
7/30/16,Ohio,0,1,1
7/30/16,Tennessee,1,0,1
7/30/16,Michigan,1,0,1
7/30/16,California,0,1,1
7/30/16,North Carolina,1,0,1
7/30/16,Illinois,0,1,1
7/30/16,Louisiana,0,2,2
7/30/16,Louisiana,1,0,1
7/30/16,Colorado,2,0,2
7/30/16,Illinois,0,1,1
7/30/16,Tennessee,0,1,1
7/30/16,Arkansas,0,1,1
7/30/16,Illinois,1,1,2
7/30/16,Alabama,1,0,1
7/30/16,Illinois,0,1,1
7/30/16,Missouri,0,2,2
7/30/16,Arizona,1,0,1
7/30/16,New Jersey,0,1,1
7/30/16,Ohio,0,1,1
7/30/16,Texas,1,0,1
7/30/16,Alaska,1,0,1
7/30/16,Oklahoma,0,1,1
7/30/16,Kansas,0,1,1
7/30/16,New York,0,1,1
7/30/16,Wisconsin,0,3,3
7/30/16,South Carolina,1,1,2
7/30/16,Ohio,0,1,1
7/30/16,New Jersey,0,1,1
7/30/16,Ohio,0,1,1
7/30/16,Pennsylvania,1,0,1
7/31/16,Massachusetts,1,0,1
7/31/16,Massachusetts,0,1,1
7/31/16,North Carolina,1,0,1
7/31/16,Virginia,1,0,1
7/31/16,Texas,0,1,1
7/31/16,Michigan,1,0,1
7/31/16,California,0,1,1
7/31/16,Ohio,1,0,1
7/31/16,Kentucky,1,0,1
7/31/16,Kentucky,0,1,1
7/31/16,California,1,0,1
7/31/16,Michigan,0,1,1
7/31/16,South Carolina,1,0,1
7/31/16,Michigan,0,1,1
7/31/16,California,1,0,1
7/31/16,Wisconsin,0,1,1
7/31/16,Illinois,0,1,1
7/31/16,Illinois,0,1,1
7/31/16,North Carolina,0,2,2
7/31/16,Louisiana,1,0,1
7/31/16,Tennessee,1,0,1
7/31/16,Illinois,0,1,1
7/31/16,Kentucky,1,0,1
7/31/16,New York,0,1,1
7/31/16,Michigan,1,0,1
7/31/16,Florida,0,1,1
7/31/16,Indiana,0,1,1
7/31/16,Illinois,0,2,2
7/31/16,Massachusetts,0,3,3
7/31/16,District of Columbia,0,2,2
7/31/16,California,0,2,2
7/31/16,Indiana,1,0,1
7/31/16,Delaware,0,1,1
7/31/16,Illinois,1,0,1
7/31/16,Washington,1,0,1
7/31/16,California,1,0,1
7/31/16,Alabama,0,2,2
7/31/16,Texas,1,0,1
7/31/16,California,0,1,1
7/31/16,California,0,1,1
7/31/16,Louisiana,0,1,1
7/31/16,Louisiana,2,0,2
7/31/16,Georgia,1,0,1
7/31/16,Missouri,0,1,1
7/31/16,Arizona,1,0,1
7/31/16,Illinois,0,1,1
7/31/16,Louisiana,0,1,1
7/31/16,Illinois,1,0,1
7/31/16,Pennsylvania,0,1,1
7/31/16,California,1,0,1
7/31/16,Alabama,0,1,1
7/31/16,Missouri,1,1,2
7/31/16,Georgia,1,0,1
7/31/16,Louisiana,2,0,2
7/31/16,Texas,0,1,1
7/31/16,Virginia,0,1,1
7/31/16,Colorado,0,1,1
7/31/16,Virginia,1,0,1
7/31/16,Washington,0,1,1
7/31/16,Texas,0,1,1
7/31/16,Pennsylvania,0,1,1
7/31/16,Louisiana,0,1,1
7/31/16,Colorado,2,0,2
7/31/16,Illinois,2,0,2
7/31/16,Colorado,0,1,1
7/31/16,Illinois,0,1,1
7/31/16,Illinois,0,1,1
7/31/16,California,0,2,2
7/31/16,California,1,0,1
7/31/16,Louisiana,1,0,1
7/31/16,California,0,1,1
7/31/16,California,0,1,1
7/31/16,Nevada,1,2,3
7/31/16,Mississippi,0,1,1
7/31/16,Nebraska,0,1,1
7/31/16,New Jersey,1,0,1
7/31/16,Missouri,0,1,1
7/31/16,Missouri,0,1,1
7/31/16,Virginia,1,0,1
7/31/16,Indiana,0,1,1
7/31/16,Delaware,0,1,1
7/31/16,Illinois,0,1,1
7/31/16,Florida,0,1,1
7/31/16,Florida,0,1,1
7/31/16,Illinois,0,1,1
7/31/16,Pennsylvania,2,0,2
7/31/16,Texas,1,4,5
7/31/16,Illinois,1,0,1
7/31/16,Illinois,1,2,3
7/31/16,Florida,1,0,1
7/31/16,Florida,3,1,4
7/31/16,Indiana,3,0,3
7/31/16,Texas,1,0,1
7/31/16,Florida,1,0,1
7/31/16,Minnesota,0,1,1
7/31/16,Virginia,0,1,1
7/31/16,Illinois,0,1,1
7/31/16,Arkansas,0,1,1
7/31/16,Colorado,0,1,1
7/31/16,Louisiana,0,2,2
7/31/16,Texas,0,1,1
7/31/16,Louisiana,0,1,1
7/31/16,Georgia,0,1,1
7/31/16,Illinois,1,0,1
7/31/16,Colorado,0,1,1
7/31/16,Illinois,0,1,1
7/31/16,Illinois,0,1,1
7/31/16,Illinois,0,1,1
7/31/16,Alabama,0,1,1
7/31/16,Illinois,0,1,1
7/31/16,Illinois,0,1,1
7/31/16,Illinois,0,1,1
7/31/16,Illinois,0,1,1
7/31/16,Illinois,0,1,1
7/31/16,Virginia,0,1,1
7/31/16,Alabama,1,0,1
7/31/16,Maryland,0,1,1
7/31/16,New Jersey,0,3,3
7/31/16,Illinois,0,2,2
7/31/16,Maryland,1,0,1
7/31/16,Alaska,1,0,1
7/31/16,Alabama,0,1,1
7/31/16,Texas,1,0,1
7/31/16,North Carolina,0,2,2
7/31/16,Texas,0,1,1
7/31/16,Ohio,0,1,1
7/31/16,North Carolina,1,0,1
7/31/16,South Carolina,0,1,1
7/31/16,Illinois,1,0,1
7/31/16,South Carolina,0,2,2
7/31/16,Alabama,2,0,2
8/1/16,Indiana,0,1,1
8/1/16,Louisiana,1,0,1
8/1/16,Oregon,1,0,1
8/1/16,California,1,0,1
8/1/16,Georgia,0,1,1
8/1/16,Arkansas,1,0,1
8/1/16,North Carolina,0,1,1
8/1/16,South Carolina,0,1,1
8/1/16,Pennsylvania,0,1,1
8/1/16,Louisiana,0,1,1
8/1/16,Ohio,1,0,1
8/1/16,Texas,0,1,1
8/1/16,Oregon,1,0,1
8/1/16,Missouri,0,2,2
8/1/16,California,1,0,1
8/1/16,Texas,0,1,1
8/1/16,Texas,1,0,1
8/1/16,Illinois,0,2,2
8/1/16,Texas,1,1,2
8/1/16,South Carolina,1,0,1
8/1/16,Tennessee,0,1,1
8/1/16,Texas,0,1,1
8/1/16,Illinois,0,1,1
8/1/16,California,1,0,1
8/1/16,Florida,1,0,1
8/1/16,Florida,0,1,1
8/1/16,Illinois,0,1,1
8/1/16,Illinois,0,1,1
8/1/16,Pennsylvania,1,0,1
8/1/16,Illinois,0,1,1
8/1/16,Wisconsin,1,0,1
8/1/16,Pennsylvania,1,0,1
8/1/16,Illinois,0,3,3
8/1/16,Illinois,0,1,1
8/1/16,Illinois,0,1,1
8/1/16,Kentucky,1,0,1
8/1/16,Maryland,1,1,2
8/1/16,Nevada,0,1,1
8/1/16,Illinois,0,1,1
8/1/16,California,1,0,1
8/1/16,Pennsylvania,1,0,1
8/1/16,New York,0,1,1
8/1/16,Louisiana,0,1,1
8/1/16,Georgia,1,0,1
8/1/16,California,0,1,1
8/1/16,Michigan,0,1,1
8/1/16,Illinois,0,1,1
8/1/16,Ohio,0,1,1
8/1/16,South Carolina,1,0,1
8/1/16,Tennessee,0,1,1
8/1/16,Oklahoma,1,0,1
8/1/16,Ohio,0,1,1
8/1/16,Louisiana,0,1,1
8/1/16,New York,1,0,1
8/1/16,Wisconsin,0,1,1
8/1/16,Connecticut,0,1,1
8/1/16,Florida,0,1,1
8/1/16,Connecticut,0,1,1
8/1/16,Massachusetts,0,1,1
8/1/16,Louisiana,0,1,1
8/1/16,Illinois,1,0,1
8/1/16,Virginia,0,1,1
8/1/16,Missouri,1,0,1
8/1/16,Virginia,1,0,1
8/1/16,Missouri,0,1,1
8/1/16,Kentucky,1,0,1
8/1/16,Florida,0,1,1
8/1/16,Pennsylvania,0,1,1
8/1/16,Indiana,1,0,1
8/1/16,Minnesota,0,1,1
8/1/16,Florida,0,2,2
8/1/16,Maryland,0,2,2
8/1/16,Florida,2,0,2
8/1/16,Georgia,2,0,2
8/1/16,Florida,0,1,1
8/1/16,West Virginia,0,1,1
8/1/16,California,0,1,1
8/1/16,Arizona,1,0,1
8/1/16,Illinois,0,3,3
8/1/16,Georgia,1,0,1
8/1/16,Tennessee,0,1,1
8/1/16,Illinois,2,0,2
8/1/16,Washington,0,2,2
8/1/16,Louisiana,0,1,1
8/1/16,Maryland,1,0,1
8/1/16,Missouri,0,1,1
8/1/16,Michigan,0,1,1
8/1/16,Ohio,0,1,1
8/1/16,North Carolina,1,0,1
8/1/16,Texas,0,2,2
8/1/16,Virginia,0,1,1
8/1/16,California,0,1,1
8/1/16,South Carolina,0,1,1
8/1/16,Pennsylvania,1,0,1
8/1/16,Indiana,0,4,4
8/1/16,Maryland,0,1,1
8/1/16,Ohio,0,1,1
8/2/16,New Jersey,0,3,3
8/2/16,District of Columbia,0,1,1
8/2/16,Texas,0,1,1
8/2/16,New York,1,1,2
8/2/16,Illinois,0,1,1
8/2/16,Florida,0,1,1
8/2/16,Tennessee,0,1,1
8/2/16,Ohio,1,0,1
8/2/16,New York,1,0,1
8/2/16,Florida,0,1,1
8/2/16,Illinois,0,1,1
8/2/16,Illinois,1,0,1
8/2/16,California,0,1,1
8/2/16,Florida,1,1,2
8/2/16,Alabama,0,1,1
8/2/16,Florida,0,1,1
8/2/16,South Dakota,1,0,1
8/2/16,California,0,1,1
8/2/16,Florida,0,1,1
8/2/16,California,0,1,1
8/2/16,Florida,0,3,3
8/2/16,Alabama,0,1,1
8/2/16,Illinois,0,1,1
8/2/16,Illinois,0,1,1
8/2/16,Illinois,0,1,1
8/2/16,Virginia,0,1,1
8/2/16,Pennsylvania,0,1,1
8/2/16,Florida,0,4,4
8/2/16,North Carolina,1,0,1
8/2/16,Florida,0,1,1
8/2/16,Illinois,0,1,1
8/2/16,Illinois,0,1,1
8/2/16,Kansas,0,1,1
8/2/16,Michigan,0,3,3
8/2/16,Mississippi,2,0,2
8/2/16,Alabama,0,1,1
8/2/16,Kentucky,0,1,1
8/2/16,Illinois,1,0,1
8/2/16,Michigan,0,1,1
8/2/16,Idaho,1,0,1
8/2/16,Florida,0,1,1
8/2/16,Minnesota,0,1,1
8/2/16,Texas,0,1,1
8/2/16,Wyoming,0,1,1
8/2/16,Virginia,0,1,1
8/2/16,Indiana,1,0,1
8/2/16,Tennessee,0,1,1
8/2/16,California,1,0,1
8/2/16,Washington,0,1,1
8/2/16,Indiana,0,1,1
8/2/16,Tennessee,0,1,1
8/2/16,Indiana,0,1,1
8/2/16,Kentucky,1,0,1
8/2/16,South Carolina,1,0,1
8/2/16,Indiana,0,3,3
8/2/16,Washington,1,0,1
8/2/16,California,1,1,2
8/2/16,Indiana,1,0,1
8/2/16,Indiana,0,1,1
8/2/16,District of Columbia,0,1,1
8/2/16,Ohio,0,1,1
8/2/16,Oklahoma,1,0,1
8/2/16,Missouri,0,1,1
8/2/16,Maryland,0,1,1
8/2/16,Missouri,0,1,1
8/2/16,Missouri,1,0,1
8/2/16,California,3,0,3
8/2/16,Pennsylvania,0,1,1
8/2/16,Pennsylvania,0,1,1
8/2/16,Maryland,0,2,2
8/2/16,Indiana,1,0,1
8/2/16,Indiana,1,0,1
8/2/16,Indiana,0,1,1
8/2/16,Texas,0,1,1
8/2/16,California,1,0,1
8/2/16,Minnesota,1,0,1
8/2/16,Oklahoma,1,1,2
8/2/16,Washington,1,0,1
8/2/16,New Mexico,0,1,1
8/2/16,Arkansas,0,1,1
8/2/16,Oklahoma,0,1,1
8/2/16,Mississippi,0,1,1
8/2/16,Ohio,0,1,1
8/2/16,Pennsylvania,0,1,1
8/2/16,Texas,0,1,1
8/2/16,Louisiana,1,0,1
8/2/16,Louisiana,0,1,1
8/2/16,Colorado,1,1,2
8/2/16,Illinois,0,1,1
8/2/16,Kansas,1,0,1
8/2/16,Missouri,0,2,2
8/2/16,Delaware,0,1,1
8/2/16,Maryland,0,1,1
8/2/16,Maryland,0,2,2
8/2/16,Maryland,0,1,1
8/2/16,Maryland,0,1,1
8/2/16,Texas,1,0,1
8/2/16,Maryland,0,1,1
8/2/16,Illinois,0,1,1
8/2/16,North Carolina,0,1,1
8/2/16,Illinois,0,1,1
8/2/16,Missouri,0,1,1
8/2/16,Ohio,1,0,1
8/2/16,Missouri,1,0,1
8/2/16,Arkansas,0,1,1
8/2/16,California,1,0,1
8/2/16,Mississippi,0,1,1
8/2/16,Texas,1,0,1
8/2/16,South Carolina,1,1,2
8/2/16,Arizona,0,1,1
8/2/16,Oklahoma,0,1,1
8/2/16,Missouri,0,1,1
8/2/16,South Carolina,0,1,1
8/2/16,California,0,2,2
8/2/16,Georgia,0,2,2
8/2/16,Missouri,1,0,1
8/2/16,Louisiana,0,1,1
8/3/16,Kentucky,0,1,1
8/3/16,California,0,1,1
8/3/16,Massachusetts,0,1,1
8/3/16,California,1,0,1
8/3/16,Utah,1,0,1
8/3/16,Texas,0,2,2
8/3/16,Connecticut,0,3,3
8/3/16,Oklahoma,0,1,1
8/3/16,Illinois,1,0,1
8/3/16,Colorado,0,2,2
8/3/16,Mississippi,0,1,1
8/3/16,Illinois,0,1,1
8/3/16,Texas,0,1,1
8/3/16,Pennsylvania,0,1,1
8/3/16,Virginia,0,2,2
8/3/16,Mississippi,0,1,1
8/3/16,California,1,0,1
8/3/16,Arizona,1,0,1
8/3/16,Missouri,0,1,1
8/3/16,Missouri,1,0,1
8/3/16,Texas,0,1,1
8/3/16,Missouri,0,1,1
8/3/16,Kentucky,1,0,1
8/3/16,Illinois,0,1,1
8/3/16,Indiana,0,1,1
8/3/16,Texas,1,0,1
8/3/16,Texas,0,1,1
8/3/16,Colorado,0,1,1
8/3/16,Michigan,1,0,1
8/3/16,New Jersey,0,1,1
8/3/16,Georgia,0,1,1
8/3/16,South Carolina,0,1,1
8/3/16,Louisiana,1,0,1
8/3/16,New Jersey,0,1,1
8/3/16,Georgia,1,3,4
8/3/16,Ohio,2,0,2
8/3/16,Maryland,1,0,1
8/3/16,Maryland,0,1,1
8/3/16,District of Columbia,0,2,2
8/3/16,Missouri,0,1,1
8/3/16,Arizona,0,2,2
8/3/16,Texas,1,0,1
8/3/16,Illinois,1,1,2
8/3/16,Texas,0,1,1
8/3/16,Texas,0,2,2
8/3/16,Ohio,0,1,1
8/3/16,California,0,2,2
8/3/16,Maryland,1,0,1
8/3/16,Minnesota,1,0,1
8/3/16,Hawaii,0,2,2
8/3/16,Georgia,2,0,2
8/3/16,Florida,1,0,1
8/3/16,Mississippi,0,1,1
8/3/16,North Carolina,0,1,1
8/3/16,Texas,1,1,2
8/3/16,Texas,1,0,1
8/3/16,Louisiana,0,1,1
8/3/16,Louisiana,0,3,3
8/3/16,Louisiana,1,0,1
8/3/16,Indiana,0,1,1
8/3/16,New York,1,0,1
8/3/16,California,1,0,1
8/3/16,Maryland,0,1,1
8/3/16,Maryland,0,1,1
8/3/16,Florida,0,1,1
8/3/16,Arkansas,0,1,1
8/3/16,Florida,1,2,3
8/3/16,Florida,1,0,1
8/3/16,Ohio,0,1,1
8/3/16,Indiana,0,1,1
8/3/16,New York,1,0,1
8/3/16,Michigan,1,2,3
8/3/16,Texas,0,1,1
8/3/16,North Carolina,1,2,3
8/3/16,Texas,0,1,1
8/3/16,Kentucky,0,1,1
8/3/16,Tennessee,0,1,1
8/3/16,Louisiana,1,0,1
8/3/16,Michigan,0,1,1
8/3/16,Georgia,0,1,1
8/3/16,Ohio,0,1,1
8/3/16,South Carolina,0,1,1
8/3/16,Mississippi,1,0,1
8/3/16,Illinois,0,1,1
8/3/16,California,0,1,1
8/3/16,Illinois,0,1,1
8/3/16,District of Columbia,1,1,2
8/3/16,Oregon,0,1,1
8/3/16,Wisconsin,0,1,1
8/3/16,Kentucky,0,1,1
8/3/16,District of Columbia,0,1,1
8/3/16,Pennsylvania,0,1,1
8/3/16,Missouri,1,0,1
8/3/16,Illinois,0,1,1
8/3/16,Illinois,0,1,1
8/3/16,Illinois,0,1,1
8/3/16,Illinois,0,1,1
8/3/16,Virginia,0,1,1
8/3/16,District of Columbia,0,1,1
8/3/16,District of Columbia,1,0,1
8/3/16,Maryland,0,1,1
8/3/16,Illinois,0,1,1
8/4/16,Georgia,1,0,1
8/4/16,Connecticut,0,1,1
8/4/16,Kentucky,2,0,2
8/4/16,Georgia,0,1,1
8/4/16,Tennessee,0,1,1
8/4/16,New York,0,1,1
8/4/16,New York,1,2,3
8/4/16,Alabama,0,1,1
8/4/16,Louisiana,1,0,1
8/4/16,Virginia,1,0,1
8/4/16,Tennessee,0,4,4
8/4/16,Alabama,0,1,1
8/4/16,Louisiana,0,3,3
8/4/16,Virginia,0,1,1
8/4/16,Texas,0,1,1
8/4/16,New York,1,0,1
8/4/16,Illinois,0,1,1
8/4/16,South Carolina,0,1,1
8/4/16,Illinois,0,1,1
8/4/16,Michigan,0,1,1
8/4/16,North Carolina,0,2,2
8/4/16,New Mexico,0,1,1
8/4/16,Florida,1,0,1
8/4/16,Florida,0,1,1
8/4/16,South Carolina,0,1,1
8/4/16,Illinois,0,1,1
8/4/16,Illinois,1,0,1
8/4/16,Tennessee,0,1,1
8/4/16,Illinois,0,1,1
8/4/16,Texas,0,1,1
8/4/16,Illinois,0,1,1
8/4/16,Illinois,0,1,1
8/4/16,Illinois,0,1,1
8/4/16,South Carolina,0,1,1
8/4/16,South Carolina,0,1,1
8/4/16,South Carolina,0,1,1
8/4/16,South Carolina,0,2,2
8/4/16,Louisiana,0,1,1
8/4/16,Illinois,0,1,1
8/4/16,Louisiana,2,1,3
8/4/16,Texas,1,1,2
8/4/16,Illinois,0,1,1
8/4/16,Illinois,0,1,1
8/4/16,North Carolina,1,0,1
8/4/16,Mississippi,0,1,1
8/4/16,Arkansas,1,1,2
8/4/16,Illinois,0,1,1
8/4/16,Ohio,0,1,1
8/4/16,Pennsylvania,0,1,1
8/4/16,Illinois,0,1,1
8/4/16,California,0,1,1
8/4/16,California,0,1,1
8/4/16,Kentucky,0,2,2
8/4/16,Pennsylvania,0,1,1
8/4/16,California,0,1,1
8/4/16,New York,0,1,1
8/4/16,Oklahoma,0,1,1
8/4/16,Indiana,0,1,1
8/4/16,Illinois,0,1,1
8/4/16,Alabama,0,1,1
8/4/16,Georgia,1,2,3
8/4/16,Texas,1,0,1
8/4/16,Pennsylvania,0,1,1
8/4/16,Maryland,0,1,1
8/4/16,Texas,0,1,1
8/4/16,Illinois,0,1,1
8/4/16,Texas,1,0,1
8/4/16,South Carolina,0,1,1
8/4/16,Louisiana,1,0,1
8/4/16,Ohio,0,1,1
8/4/16,Pennsylvania,1,0,1
8/4/16,Missouri,0,1,1
8/4/16,Missouri,0,1,1
8/4/16,Arkansas,0,1,1
8/4/16,Missouri,1,0,1
8/4/16,Texas,1,0,1
8/4/16,Missouri,0,2,2
8/4/16,Michigan,0,1,1
8/4/16,New Mexico,0,1,1
8/4/16,California,0,1,1
8/4/16,Pennsylvania,0,1,1
8/4/16,Florida,0,1,1
8/4/16,Georgia,0,1,1
8/4/16,Missouri,1,1,2
8/4/16,Illinois,1,0,1
8/4/16,Ohio,0,2,2
8/4/16,Connecticut,0,1,1
8/4/16,Washington,0,1,1
8/4/16,Alaska,1,0,1
8/4/16,Michigan,1,0,1
8/4/16,Michigan,1,0,1
8/4/16,California,0,1,1
8/4/16,Virginia,1,0,1
8/4/16,South Carolina,1,1,2
8/4/16,North Carolina,0,1,1
8/4/16,California,1,2,3
8/4/16,Texas,0,2,2
8/4/16,Washington,1,0,1
8/4/16,Mississippi,1,1,2
8/4/16,Illinois,0,1,1
8/4/16,New Jersey,0,1,1
8/4/16,Maryland,1,0,1
8/4/16,South Carolina,0,1,1
8/4/16,New Jersey,0,2,2
8/4/16,Missouri,1,1,2
8/4/16,California,1,0,1
8/4/16,Oklahoma,1,1,2
8/5/16,Ohio,0,1,1
8/5/16,Florida,0,1,1
8/5/16,Ohio,0,1,1
8/5/16,Michigan,0,1,1
8/5/16,New York,0,1,1
8/5/16,Maryland,1,0,1
